# https://simplemaps.com/data/us-cities
"city","state_name","county_name"
"Wathena","Kansas","Doniphan"
"Eden","Texas","Concho"
"Milton","New York","Ulster"
"Uhland","Texas","Caldwell"
"Fairacres","New Mexico","Doña Ana"
"Sunriver","Oregon","Deschutes"
"Encantada-Ranchito-El Calaboz","Texas","Cameron"
"Henry Fork","Virginia","Franklin"
"New Sharon","Iowa","Mahaska"
"Deadwood","South Dakota","Lawrence"
"Beulaville","North Carolina","Duplin"
"Winona","Missouri","Shannon"
"St. Francis","Kansas","Cheyenne"
"Prosperity","South Carolina","Newberry"
"Lakewood Club","Michigan","Muskegon"
"Harristown","Illinois","Macon"
"Elm City","North Carolina","Wilson"
"Hurley","Mississippi","Jackson"
"Van Meter","Iowa","Dallas"
"Sundance","Wyoming","Crook"
"Farwell","Texas","Parmer"
"Cornersville","Tennessee","Marshall"
"Frankfort","Michigan","Benzie"
"Lyons","Oregon","Linn"
"Livermore","Kentucky","McLean"
"Tok","Alaska","Southeast Fairbanks"
"Preston","Minnesota","Fillmore"
"Potomac Heights","Maryland","Charles"
"Lewiston","Michigan","Montmorency"
"Asotin","Washington","Asotin"
"Fall Creek","Wisconsin","Eau Claire"
"Colony Park","Pennsylvania","Berks"
"Larimore","North Dakota","Grand Forks"
"Browntown","Pennsylvania","Luzerne"
"Parshall","North Dakota","Mountrail"
"Wheaton","Minnesota","Traverse"
"Colchester","Illinois","McDonough"
"Verdi","Nevada","Washoe"
"Buffalo","Oklahoma","Harper"
"Von Ormy","Texas","Bexar"
"Broadway","North Carolina","Lee"
"Seeley Lake","Montana","Missoula"
"Buckeystown","Maryland","Frederick"
"Higganum","Connecticut","Middlesex"
"Limestone Creek","Florida","Palm Beach"
"Latta","South Carolina","Dillon"
"Salem","South Dakota","McCook"
"Crosby","North Dakota","Divide"
"Laingsburg","Michigan","Shiawassee"
"Roscoe","Texas","Nolan"
"Hansen","Idaho","Twin Falls"
"Clintwood","Virginia","Dickenson"
"Schall Circle","Florida","Palm Beach"
"Newell","West Virginia","Hancock"
"Millers Falls","Massachusetts","Franklin"
"New Union","Tennessee","Coffee"
"Enosburg Falls","Vermont","Franklin"
"Kenwood Estates","Florida","Palm Beach"
"Redkey","Indiana","Jay"
"Olcott","New York","Niagara"
"Basin","Wyoming","Big Horn"
"Sistersville","West Virginia","Tyler"
"Caraway","Arkansas","Craighead"
"Manasota Key","Florida","Charlotte"
"Toughkenamon","Pennsylvania","Chester"
"Grantsburg","Wisconsin","Burnett"
"Fredonia","Arizona","Coconino"
"Erin","Tennessee","Houston"
"Bushyhead","Oklahoma","Rogers"
"Entiat","Washington","Chelan"
"Falling Water","Tennessee","Hamilton"
"Paulina","Louisiana","St. James"
"Garrett","Washington","Walla Walla"
"Bradenton Beach","Florida","Manatee"
"Brownsboro","Texas","Henderson"
"Vardaman","Mississippi","Calhoun"
"Morningside","Maryland","Prince George's"
"Barrackville","West Virginia","Marion"
"Buhler","Kansas","Reno"
"Benton","Tennessee","Polk"
"Benwood","West Virginia","Marshall"
"Manly","Iowa","Worth"
"Hays","North Carolina","Wilkes"
"Tower City","Pennsylvania","Schuylkill"
"Snyder","Oklahoma","Kiowa"
"Melville","Rhode Island","Newport"
"Boulder","Montana","Jefferson"
"De Graff","Ohio","Logan"
"Clara City","Minnesota","Chippewa"
"Freeman","South Dakota","Hutchinson"
"Walker Valley","New York","Ulster"
"Shell Rock","Iowa","Butler"
"Munday","Texas","Knox"
"Florence","Texas","Williamson"
"Rock Hall","Maryland","Kent"
"Clio","Alabama","Barbour"
"Ravenna","Michigan","Muskegon"
"Germantown","Illinois","Clinton"
"Mount Hope","West Virginia","Fayette"
"Tiltonsville","Ohio","Jefferson"
"Britton","South Dakota","Marshall"
"Palestine","Illinois","Crawford"
"Ceredo","West Virginia","Wayne"
"Long Creek","Illinois","Macon"
"Somerset","Maryland","Montgomery"
"Wyoming","Illinois","Stark"
"Breckenridge","Michigan","Gratiot"
"Loch Sheldrake","New York","Sullivan"
"Stowell","Texas","Chambers"
"Osborne","Kansas","Osborne"
"Hewlett Harbor","New York","Nassau"
"Salix","Pennsylvania","Cambria"
"Manawa","Wisconsin","Waupaca"
"Hagaman","New York","Montgomery"
"Buffalo","Iowa","Scott"
"West Buechel","Kentucky","Jefferson"
"Dike","Iowa","Grundy"
"Twin Lakes","Virginia","Greene"
"Cleary","Mississippi","Rankin"
"Stuart","Virginia","Patrick"
"Markham","Texas","Matagorda"
"Starbuck","Minnesota","Pope"
"Middleburg","Pennsylvania","Snyder"
"Enhaut","Pennsylvania","Dauphin"
"Goodwell","Oklahoma","Texas"
"Río Cañas Abajo","Puerto Rico","Juana Díaz"
"Woodsboro","Maryland","Frederick"
"Huntsville","Tennessee","Scott"
"Lake Winnebago","Missouri","Cass"
"Mayo","Florida","Lafayette"
"Waymart","Pennsylvania","Wayne"
"Toluca","Illinois","Marshall"
"North Bend","Nebraska","Dodge"
"Lake Medina Shores","Texas","Bandera"
"Calverton Park","Missouri","St. Louis"
"Joanna","South Carolina","Laurens"
"Clymer","Pennsylvania","Indiana"
"Lumpkin","Georgia","Stewart"
"Hummels Wharf","Pennsylvania","Snyder"
"Spring Grove","Minnesota","Houston"
"Westfield","Wisconsin","Marquette"
"Heppner","Oregon","Morrow"
"Geary","Oklahoma","Blaine"
"Eastport","Maine","Washington"
"Otterbein","Indiana","Benton"
"Waldo","Arkansas","Columbia"
"Fairfax","Oklahoma","Osage"
"Mount Airy","Georgia","Habersham"
"Chrisman","Illinois","Edgar"
"Nixon","Pennsylvania","Butler"
"Washburn","North Dakota","McLean"
"Fuig","Puerto Rico","Guánica"
"Onarga","Illinois","Iroquois"
"Point MacKenzie","Alaska","Matanuska-Susitna"
"Taft","Florida","Orange"
"Wallace","Louisiana","St. John the Baptist"
"Mabscott","West Virginia","Raleigh"
"Palm Beach Shores","Florida","Palm Beach"
"Roseland","Louisiana","Tangipahoa"
"Clear Lake","South Dakota","Deuel"
"Craig","Alaska","Prince of Wales-Hyder"
"Fremont","North Carolina","Wayne"
"Mounds","Oklahoma","Creek"
"Midtown","Tennessee","Roane"
"Hemlock","Michigan","Saginaw"
"New Brockton","Alabama","Coffee"
"North Charleroi","Pennsylvania","Washington"
"Del Rey","California","Fresno"
"Pinopolis","South Carolina","Berkeley"
"Harkers Island","North Carolina","Carteret"
"Buffalo","West Virginia","Putnam"
"Galveston","Indiana","Cass"
"Smithville","Ohio","Wayne"
"Lauderdale Lakes","Wisconsin","Walworth"
"Mount Hermon","California","Santa Cruz"
"Gnadenhutten","Ohio","Tuscarawas"
"Platte","South Dakota","Charles Mix"
"Morrisonville","New York","Clinton"
"Hampton","Arkansas","Calhoun"
"Cripple Creek","Colorado","Teller"
"Hackleburg","Alabama","Marion"
"Pastos","Puerto Rico","Aibonito"
"Philmont","New York","Columbia"
"Falkville","Alabama","Morgan"
"Nevada","Texas","Collin"
"Lumber City","Georgia","Telfair"
"Utica","South Carolina","Oconee"
"Dimondale","Michigan","Eaton"
"Fort Valley","Arizona","Coconino"
"Shattuck","Oklahoma","Ellis"
"Stoneville","North Carolina","Rockingham"
"Stockton","Kansas","Rooks"
"Mission","South Dakota","Todd"
"Bloomfield","Pennsylvania","Perry"
"Rush Springs","Oklahoma","Grady"
"Fort Clark Springs","Texas","Kinney"
"Ohkay Owingeh","New Mexico","Rio Arriba"
"Medford","Minnesota","Steele"
"West Canton","North Carolina","Haywood"
"Cottonwood","Alabama","Houston"
"Hillsboro","Mississippi","Scott"
"Coldstream","Ohio","Hamilton"
"Fellsburg","Pennsylvania","Westmoreland"
"Faxon","Pennsylvania","Lycoming"
"Emerald Bay","Texas","Smith"
"Manchaca","Texas","Travis"
"Roland","Iowa","Story"
"Pleasant Hill","Ohio","Miami"
"Chinook","Montana","Blaine"
"Colbert","Oklahoma","Bryan"
"Watson","Louisiana","Livingston"
"Wells","Nevada","Elko"
"Oquawka","Illinois","Henderson"
"Rolla","North Dakota","Rolette"
"Lawtell","Louisiana","St. Landry"
"Rogers","Texas","Bell"
"Palmdale","Pennsylvania","Dauphin"
"West Blocton","Alabama","Bibb"
"Moenkopi","Arizona","Coconino"
"Crandon Lakes","New Jersey","Sussex"
"Rogersville","Alabama","Lauderdale"
"Barneveld","Wisconsin","Iowa"
"Farmland","Indiana","Randolph"
"Marmaduke","Arkansas","Greene"
"Clinton","Kentucky","Hickman"
"Stockbridge","Michigan","Ingham"
"Barbourmeade","Kentucky","Jefferson"
"West Easton","Pennsylvania","Northampton"
"Holiday Lakes","Texas","Brazoria"
"Brown City","Michigan","Sanilac"
"Ontonagon","Michigan","Ontonagon"
"Grant Park","Illinois","Kankakee"
"Goodman","Missouri","McDonald"
"Meadowlands","Pennsylvania","Washington"
"Arivaca Junction","Arizona","Pima"
"Dickson","Oklahoma","Carter"
"Valmeyer","Illinois","Monroe"
"Alton","Iowa","Sioux"
"Cortland West","New York","Cortland"
"Millbury","Ohio","Wood"
"Mitchell","Illinois","Madison"
"Fort Totten","North Dakota","Benson"
"LaCoste","Texas","Medina"
"Barry","Illinois","Pike"
"Ellendale","North Dakota","Dickey"
"White Sands","New Mexico","Doña Ana"
"Country Club Hills","Missouri","St. Louis"
"Milroy","Pennsylvania","Mifflin"
"Bethany Beach","Delaware","Sussex"
"Bally","Pennsylvania","Berks"
"Taylorsville","Mississippi","Smith"
"Mansfield","Missouri","Wright"
"Blue Lake","California","Humboldt"
"Gordonsville","Tennessee","Smith"
"Diamond Ridge","Alaska","Kenai Peninsula"
"Hemphill","Texas","Sabine"
"Mescalero","New Mexico","Otero"
"Jackpot","Nevada","Elko"
"Kamiah","Idaho","Lewis"
"Melcher-Dallas","Iowa","Marion"
"Dexter","New Mexico","Chaves"
"Muscoda","Wisconsin","Grant"
"Dover Beaches South","New Jersey","Ocean"
"Verplanck","New York","Westchester"
"Saticoy","California","Ventura"
"Gregory","South Dakota","Gregory"
"Six Shooter Canyon","Arizona","Gila"
"Black River","New York","Jefferson"
"Earlston","Pennsylvania","Bedford"
"Fayette","Ohio","Fulton"
"Marion","Texas","Guadalupe"
"Bayboro","North Carolina","Pamlico"
"Alto","Texas","Cherokee"
"Curtice","Ohio","Ottawa"
"Palm Valley","Texas","Cameron"
"Haverford College","Pennsylvania","Delaware"
"Bethany","Illinois","Moultrie"
"Mapleton","North Dakota","Cass"
"Houston","Pennsylvania","Washington"
"Cavalier","North Dakota","Pembina"
"Edwardsburg","Michigan","Cass"
"Haskins","Ohio","Wood"
"Maggie Valley","North Carolina","Haywood"
"Baltic","Connecticut","New London"
"Keenesburg","Colorado","Weld"
"Winterville","Georgia","Clarke"
"Deatsville","Alabama","Elmore"
"Algonquin","Maryland","Dorchester"
"Beggs","Oklahoma","Okmulgee"
"Talkeetna","Alaska","Matanuska-Susitna"
"South Gull Lake","Michigan","Kalamazoo"
"Cottonwood","Minnesota","Lyon"
"Avalon","New Jersey","Cape May"
"Kemp","Texas","Kaufman"
"Whitaker","Pennsylvania","Allegheny"
"Pinetops","North Carolina","Edgecombe"
"Mississippi Valley State University","Mississippi","Leflore"
"Fort Thompson","South Dakota","Buffalo"
"Bon Secour","Alabama","Baldwin"
"Monteagle","Tennessee","Marion"
"St. David","Arizona","Cochise"
"Loyal","Wisconsin","Clark"
"Roslyn Estates","New York","Nassau"
"Troy","Pennsylvania","Bradford"
"Cascade-Chipita Park","Colorado","El Paso"
"Royalton","Minnesota","Morrison"
"West Mountain","Utah","Utah"
"La Crosse","Kansas","Rush"
"Newark","Texas","Wise"
"Lannon","Wisconsin","Waukesha"
"Coon Rapids","Iowa","Carroll"
"Moody AFB","Georgia","Lowndes"
"Moreland","Idaho","Bingham"
"Canyon Creek","Texas","Hood"
"Waitsburg","Washington","Walla Walla"
"Sophia","West Virginia","Raleigh"
"Mahnomen","Minnesota","Mahnomen"
"Martindale","Texas","Caldwell"
"Vienna Bend","Louisiana","Natchitoches"
"Pinconning","Michigan","Bay"
"Omega","Georgia","Tift"
"Atkinson","Nebraska","Holt"
"Centre Hall","Pennsylvania","Centre"
"Averill Park","New York","Rensselaer"
"Ak-Chin Village","Arizona","Pinal"
"Zebulon","Georgia","Pike"
"Ore City","Texas","Upshur"
"New Vienna","Ohio","Clinton"
"Niverville","New York","Columbia"
"Hooper Bay","Alaska","Kusilvak"
"Marshallville","Georgia","Macon"
"Cottonwood Shores","Texas","Burnet"
"Terry","Mississippi","Hinds"
"Green Valley","South Dakota","Pennington"
"Suffield Depot","Connecticut","Hartford"
"Telford","Tennessee","Washington"
"Mountain View","Wyoming","Uinta"
"Belmont Estates","Virginia","Rockingham"
"Tower Lakes","Illinois","Lake"
"Hillcrest","Illinois","Ogle"
"Bevil Oaks","Texas","Jefferson"
"Topeka","Indiana","LaGrange"
"Yale","Oklahoma","Payne"
"South Coventry","Connecticut","Tolland"
"Hurt","Virginia","Pittsylvania"
"New York Mills","Minnesota","Otter Tail"
"Van Vleck","Texas","Matagorda"
"Cohoe","Alaska","Kenai Peninsula"
"Rancho Alegre","Texas","Jim Wells"
"Redland","Texas","Angelina"
"Fullerton","Nebraska","Nance"
"Iraan","Texas","Pecos"
"Converse","Indiana","Miami"
"Lexington","Texas","Lee"
"La Luz","New Mexico","Otero"
"Fowler","Michigan","Clinton"
"Spicer","Minnesota","Kandiyohi"
"Empire","Louisiana","Plaquemines"
"Keedysville","Maryland","Washington"
"Robbins","North Carolina","Moore"
"Tidmore Bend","Alabama","Etowah"
"Ardmore","Tennessee","Giles"
"Beattyville","Kentucky","Lee"
"Groveton","New Hampshire","Coos"
"Riddle","Oregon","Douglas"
"West Leechburg","Pennsylvania","Westmoreland"
"Homer","Georgia","Banks"
"Hagerman","New Mexico","Chaves"
"Pamplico","South Carolina","Florence"
"Latta","Oklahoma","Pontotoc"
"Jewett","Texas","Leon"
"Hazel Green","Wisconsin","Grant"
"Mulberry","Indiana","Clinton"
"Greenback","Tennessee","Loudon"
"Biglerville","Pennsylvania","Adams"
"Strawberry Point","Iowa","Clayton"
"Adrian","Minnesota","Nobles"
"Salineville","Ohio","Columbiana"
"Conway Springs","Kansas","Sumner"
"Atwood","Kansas","Rawlins"
"Bowling Green","Maryland","Allegany"
"Harper","Texas","Gillespie"
"Rossville","Illinois","Vermilion"
"Elkader","Iowa","Clayton"
"Shelburn","Indiana","Sullivan"
"Brushy","Oklahoma","Sequoyah"
"Balfour","North Carolina","Henderson"
"Hughes","Arkansas","St. Francis"
"Arcola","Virginia","Loudoun"
"Callender","California","San Luis Obispo"
"Clear Lake Shores","Texas","Galveston"
"Geronimo","Oklahoma","Comanche"
"Oran","Missouri","Scott"
"Courtland","Virginia","Southampton"
"Harbor Isle","New York","Nassau"
"Brush Fork","West Virginia","Mercer"
"Sandoval","Illinois","Marion"
"Waterville","Washington","Douglas"
"Victoria","Kansas","Ellis"
"Bethesda","Ohio","Belmont"
"Rison","Arkansas","Cleveland"
"Las Quintas Fronterizas","Texas","Maverick"
"Scottville","Michigan","Mason"
"Onancock","Virginia","Accomack"
"Weber City","Virginia","Scott"
"Warren","Indiana","Huntington"
"Meadview","Arizona","Mohave"
"Auburn","Kansas","Shawnee"
"Mantorville","Minnesota","Dodge"
"Claude","Texas","Armstrong"
"Byhalia","Mississippi","Marshall"
"Halifax","Virginia","Halifax"
"Basin City","Washington","Franklin"
"Newburg","Wisconsin","Washington"
"Ola","Arkansas","Yell"
"Clinton","Ohio","Summit"
"Palmona Park","Florida","Lee"
"Fulda","Minnesota","Murray"
"Diaz","Arkansas","Jackson"
"DeLisle","Mississippi","Harrison"
"Clearview Acres","Wyoming","Sweetwater"
"Newcastle","California","Placer"
"Heidelberg","Pennsylvania","Allegheny"
"Harmony","Rhode Island","Providence"
"Highland","Maryland","Howard"
"China","Texas","Jefferson"
"Iola","Wisconsin","Waupaca"
"Bogart","Georgia","Oconee"
"Pasatiempo","California","Santa Cruz"
"Paincourtville","Louisiana","Assumption"
"Theresa","Wisconsin","Dodge"
"Beach Haven","New Jersey","Ocean"
"Pocono Ranch Lands","Pennsylvania","Pike"
"Renovo","Pennsylvania","Clinton"
"Harbor Springs","Michigan","Emmet"
"Highpoint","Ohio","Hamilton"
"McCaysville","Georgia","Fannin"
"Cayuco","Puerto Rico","Utuado"
"Hanover","Ohio","Licking"
"Due West","South Carolina","Abbeville"
"Maysville","Oklahoma","Garvin"
"Coleman","Michigan","Midland"
"Hallstead","Pennsylvania","Susquehanna"
"Monticello","Wisconsin","Green"
"Archie","Missouri","Cass"
"Molino","Florida","Escambia"
"Wetumka","Oklahoma","Hughes"
"Ames","Texas","Liberty"
"Glenwood City","Wisconsin","St. Croix"
"Marthasville","Missouri","Warren"
"Burlington","North Dakota","Ward"
"North Apollo","Pennsylvania","Armstrong"
"New Madison","Ohio","Darke"
"Hillside Lake","New York","Dutchess"
"César Chávez","Texas","Hidalgo"
"Barataria","Louisiana","Jefferson"
"Avilla","Arkansas","Saline"
"Spur","Texas","Dickens"
"Geneva-on-the-Lake","Ohio","Ashtabula"
"Newark","Arkansas","Independence"
"Morton","Washington","Lewis"
"Surf City","New Jersey","Ocean"
"Kurtistown","Hawaii","Hawaii"
"Laytonville","California","Mendocino"
"Archer","Florida","Alachua"
"Byng","Oklahoma","Pontotoc"
"Alto","Georgia","Banks"
"Thomas","Oklahoma","Custer"
"Konawa","Oklahoma","Seminole"
"Locust Fork","Alabama","Blount"
"Lake Telemark","New Jersey","Morris"
"Kenbridge","Virginia","Lunenburg"
"Charlestown","Maryland","Cecil"
"Broxton","Georgia","Coffee"
"Crocker","Washington","Pierce"
"Haliimaile","Hawaii","Maui"
"Ashaway","Rhode Island","Washington"
"Kenton","Tennessee","Obion"
"Ladd","Illinois","Bureau"
"Brightwood","Virginia","Madison"
"St. Martins","Missouri","Cole"
"Grizzly Flats","California","El Dorado"
"Laurel Hill","North Carolina","Scotland"
"Lincoln","Missouri","Benton"
"Waverly","Illinois","Morgan"
"Woodbury Center","Connecticut","Litchfield"
"Drain","Oregon","Douglas"
"Hoxie","Kansas","Sheridan"
"Harriston","Virginia","Augusta"
"St. Anne","Illinois","Kankakee"
"Gilbert Creek","West Virginia","Mingo"
"Atoka","New Mexico","Eddy"
"Shullsburg","Wisconsin","Lafayette"
"Oyster Creek","Texas","Brazoria"
"Plainview","Nebraska","Pierce"
"Elwood","Kansas","Doniphan"
"Maricopa","California","Kern"
"Tyhee","Idaho","Bannock"
"Plymptonville","Pennsylvania","Clearfield"
"Hanna City","Illinois","Peoria"
"Franklin Springs","Georgia","Franklin"
"Edmore","Michigan","Montcalm"
"French Settlement","Louisiana","Livingston"
"Rincón","Puerto Rico","Rincón"
"Grand Meadow","Minnesota","Mower"
"Rock Port","Missouri","Atchison"
"Sidney","Illinois","Champaign"
"Ashland","Illinois","Cass"
"Loretto","Pennsylvania","Cambria"
"Helena","Mississippi","Jackson"
"Minier","Illinois","Tazewell"
"Stearns","Kentucky","McCreary"
"Blue Jay","Ohio","Hamilton"
"Lake Michigan Beach","Michigan","Berrien"
"Gretna","Virginia","Pittsylvania"
"Toledo","Illinois","Cumberland"
"Velva","North Dakota","McHenry"
"Weston Mills","New York","Cattaraugus"
"Kensington","New York","Nassau"
"Sulphur Springs","Arkansas","Jefferson"
"Port Byron","New York","Cayuga"
"Renville","Minnesota","Renville"
"Irvington","Kentucky","Breckinridge"
"Dalton","Pennsylvania","Lackawanna"
"Como","Mississippi","Panola"
"Muniz","Texas","Hidalgo"
"Logan Elm Village","Ohio","Pickaway"
"Haven","Kansas","Reno"
"Many Farms","Arizona","Apache"
"Dilkon","Arizona","Navajo"
"Franklinville","North Carolina","Randolph"
"Kent City","Michigan","Kent"
"Clay","California","Sacramento"
"East Sumter","South Carolina","Sumter"
"Battle Creek","Nebraska","Madison"
"Richfield Springs","New York","Otsego"
"Tornado","West Virginia","Kanawha"
"Boswell","Pennsylvania","Somerset"
"Silver Grove","Kentucky","Campbell"
"Harris","Minnesota","Chisago"
"Malaga","California","Fresno"
"Mariposa","California","Mariposa"
"Saucier","Mississippi","Harrison"
"Kingston","New Jersey","Somerset"
"El Rancho","New Mexico","Santa Fe"
"Hebron","Illinois","McHenry"
"Curtisville","Pennsylvania","Allegheny"
"Chatom","Alabama","Washington"
"Cornwells Heights","Pennsylvania","Bucks"
"Hayes","Louisiana","Calcasieu"
"Georgetown","Pennsylvania","Lancaster"
"New Richland","Minnesota","Waseca"
"Howey-in-the-Hills","Florida","Lake"
"West Fairview","Pennsylvania","Cumberland"
"Anderson Island","Washington","Pierce"
"Lincoln Center","Kansas","Lincoln"
"Valley Mills","Texas","Bosque"
"New Waterford","Ohio","Columbiana"
"Apple Creek","Ohio","Wayne"
"Brodhead","Kentucky","Rockcastle"
"Axis","Alabama","Mobile"
"Westfield Center","Ohio","Medina"
"Oakland","Nebraska","Burt"
"Beaverton","Michigan","Gladwin"
"Baltic","South Dakota","Minnehaha"
"Comer","Georgia","Madison"
"Holly Hill","South Carolina","Orangeburg"
"Bear Creek","Alaska","Kenai Peninsula"
"Marion","Wisconsin","Waupaca"
"Chico","Texas","Wise"
"Quinnesec","Michigan","Dickinson"
"Coto Norte","Puerto Rico","Manatí"
"Hebron Estates","Kentucky","Bullitt"
"Williamsburg","Pennsylvania","Blair"
"Goodhue","Minnesota","Goodhue"
"Memphis","Michigan","Macomb"
"Bray","Oklahoma","Stephens"
"Krotz Springs","Louisiana","St. Landry"
"Knightsen","California","Contra Costa"
"Claypool","Arizona","Gila"
